UCL_CODE_2016,UCL_NAME_2016,SOSR_CODE_2016,SOSR_NAME_2016,SOS_CODE_2016,SOS_NAME_2016,AREA_ALBERS_SQKM_2016,UCL_CODE_2021,UCL_NAME_2021,SOSR_CODE_2021,SOSR_NAME_2021,SOS_CODE_2021,SOS_NAME_2021,AREA_ALBERS_SQKM_2021,Reason for change
314003,Ayr,314,"5,000 to 9,999",31,Other Urban,21.1957,314002,Ayr,314,"5,000 to 9,999",31,Other Urban,21.1957,
314004,Beaudesert,314,"5,000 to 9,999",31,Other Urban,9.5403,314003,Beaudesert,314,"5,000 to 9,999",31,Other Urban,15.5678,
315034,Gleneagle,315,"1,000 to 4,999",31,Other Urban,4.9128,314003,Beaudesert,314,"5,000 to 9,999",31,Other Urban,15.5678,Amalgamated
314005,Beerwah,314,"5,000 to 9,999",31,Other Urban,8.0295,314004,Beerwah,314,"5,000 to 9,999",31,Other Urban,8.558,
314006,Biloela,314,"5,000 to 9,999",31,Other Urban,14.7854,314005,Biloela,314,"5,000 to 9,999",31,Other Urban,14.7854,
314007,Bowen,314,"5,000 to 9,999",31,Other Urban,45.133,314006,Bowen,314,"5,000 to 9,999",31,Other Urban,45.133,
314008,Charters Towers,314,"5,000 to 9,999",31,Other Urban,41.8593,314007,Charters Towers,314,"5,000 to 9,999",31,Other Urban,41.8593,
314009,Chinchilla,314,"5,000 to 9,999",31,Other Urban,11.2345,314008,Chinchilla,314,"5,000 to 9,999",31,Other Urban,11.2345,
314015,Jimboomba - West,314,"5,000 to 9,999",31,Other Urban,11.0272,314009,Flagstone,314,"5,000 to 9,999",31,Other Urban,19.6039,Name Change
314010,Gatton,314,"5,000 to 9,999",31,Other Urban,8.4984,314010,Gatton,314,"5,000 to 9,999",31,Other Urban,8.6286,
314011,Goondiwindi,314,"5,000 to 9,999",31,Other Urban,20.0321,314011,Goondiwindi,314,"5,000 to 9,999",31,Other Urban,20.0587,
314012,Gordonvale,314,"5,000 to 9,999",31,Other Urban,14.4744,314012,Gordonvale,314,"5,000 to 9,999",31,Other Urban,14.4744,
314014,Innisfail,314,"5,000 to 9,999",31,Other Urban,10.2838,314013,Innisfail,314,"5,000 to 9,999",31,Other Urban,10.2838,
315043,Jimboomba,315,"1,000 to 4,999",31,Other Urban,28.4474,314014,Jimboomba,314,"5,000 to 9,999",31,Other Urban,28.4475,
315044,Kensington Grove - Regency Downs,315,"1,000 to 4,999",31,Other Urban,24.309,314015,Kensington Grove - Regency Downs,314,"5,000 to 9,999",31,Other Urban,24.309,
314016,Mareeba,314,"5,000 to 9,999",31,Other Urban,13.4682,314016,Mareeba,314,"5,000 to 9,999",31,Other Urban,13.9245,
314017,Moranbah,314,"5,000 to 9,999",31,Other Urban,12.5367,314017,Moranbah,314,"5,000 to 9,999",31,Other Urban,12.5367,
314018,Mount Cotton,314,"5,000 to 9,999",31,Other Urban,5.3129,314018,Mount Cotton,314,"5,000 to 9,999",31,Other Urban,5.5502,
315076,Palmwoods,315,"1,000 to 4,999",31,Other Urban,3.9407,314019,Palmwoods,314,"5,000 to 9,999",31,Other Urban,7.3091,
314019,Roma,314,"5,000 to 9,999",31,Other Urban,78.0284,314020,Roma,314,"5,000 to 9,999",31,Other Urban,37.3413,
314020,Sandstone Point - Ningi,314,"5,000 to 9,999",31,Other Urban,36.5018,314021,Sandstone Point - Ningi,314,"5,000 to 9,999",31,Other Urban,36.5017,
314021,Tamborine Mountain,314,"5,000 to 9,999",31,Other Urban,35.9685,314022,Tamborine Mountain,314,"5,000 to 9,999",31,Other Urban,35.9685,
314022,Tannum Sands - Boyne Island,314,"5,000 to 9,999",31,Other Urban,53.6952,314023,Tannum Sands - Boyne Island,314,"5,000 to 9,999",31,Other Urban,53.6952,
321001,Agnes Water (L),321,500 or more,32,Bounded Locality,3.8415,315001,Agnes Water,315,"4,999 or less",31,Other Urban,3.8415,Name Change
315001,Alice River,315,"1,000 to 4,999",31,Other Urban,5.2647,315002,Alice River,315,"4,999 or less",31,Other Urban,9.2556,
315002,Allingham,315,"1,000 to 4,999",31,Other Urban,5.0054,315003,Allingham,315,"4,999 or less",31,Other Urban,5.0054,
315003,Aurukun,315,"1,000 to 4,999",31,Other Urban,30.5428,315004,Aurukun,315,"4,999 or less",31,Other Urban,30.5428,
321006,Babinda (L),321,500 or more,32,Bounded Locality,2.5128,315005,Babinda,315,"4,999 or less",31,Other Urban,2.8729,Name Change
315004,Bamaga,315,"1,000 to 4,999",31,Other Urban,10.0534,315006,Bamaga,315,"4,999 or less",31,Other Urban,10.0534,
315005,Beachmere,315,"1,000 to 4,999",31,Other Urban,5.3945,315007,Beachmere,315,"4,999 or less",31,Other Urban,5.3492,
315006,Blackwater,315,"1,000 to 4,999",31,Other Urban,12.5772,315008,Blackwater,315,"4,999 or less",31,Other Urban,12.5772,
315007,Boonah,315,"1,000 to 4,999",31,Other Urban,8.561,315009,Boonah,315,"4,999 or less",31,Other Urban,8.561,
315008,Burnett Heads,315,"1,000 to 4,999",31,Other Urban,15.9954,315010,Burnett Heads,315,"4,999 or less",31,Other Urban,16.0813,
315009,Burrum Heads,315,"1,000 to 4,999",31,Other Urban,1.4498,315011,Burrum Heads,315,"4,999 or less",31,Other Urban,1.4498,
315010,Calliope,315,"1,000 to 4,999",31,Other Urban,6.1862,315012,Calliope,315,"4,999 or less",31,Other Urban,7.0516,
315011,Cambooya,315,"1,000 to 4,999",31,Other Urban,2.4843,315013,Cambooya,315,"4,999 or less",31,Other Urban,2.4844,
315012,Cardwell,315,"1,000 to 4,999",31,Other Urban,4.8561,315014,Cardwell,315,"4,999 or less",31,Other Urban,4.8561,
315013,Cedar Grove,315,"1,000 to 4,999",31,Other Urban,10.5419,315015,Cedar Grove,315,"4,999 or less",31,Other Urban,11.1228,
315014,Cedar Vale,315,"1,000 to 4,999",31,Other Urban,6.8169,315016,Cedar Vale,315,"4,999 or less",31,Other Urban,8.6124,
315015,Charleville,315,"1,000 to 4,999",31,Other Urban,17.4807,315017,Charleville,315,"4,999 or less",31,Other Urban,13.0447,
315016,Cherbourg,315,"1,000 to 4,999",31,Other Urban,31.6002,315018,Cherbourg,315,"4,999 or less",31,Other Urban,31.6002,
315017,Childers,315,"1,000 to 4,999",31,Other Urban,2.1239,315019,Childers,315,"4,999 or less",31,Other Urban,2.1239,
315018,Clermont,315,"1,000 to 4,999",31,Other Urban,3.8,315020,Clermont,315,"4,999 or less",31,Other Urban,4.9157,
315019,Clifton,315,"1,000 to 4,999",31,Other Urban,4.1027,315021,Clifton,315,"4,999 or less",31,Other Urban,4.1026,
315020,Cloncurry,315,"1,000 to 4,999",31,Other Urban,14.784,315022,Cloncurry,315,"4,999 or less",31,Other Urban,14.784,
315021,Collinsville,315,"1,000 to 4,999",31,Other Urban,2.789,315023,Collinsville,315,"4,999 or less",31,Other Urban,2.789,
315022,Cooktown,315,"1,000 to 4,999",31,Other Urban,10.369,315024,Cooktown,315,"4,999 or less",31,Other Urban,10.369,
315023,Cooloola Village,315,"1,000 to 4,999",31,Other Urban,4.6327,315025,Cooloola Village,315,"4,999 or less",31,Other Urban,4.6327,
315024,Cooroy,315,"1,000 to 4,999",31,Other Urban,6.4944,315026,Cooroy,315,"4,999 or less",31,Other Urban,6.4944,
315025,Crows Nest,315,"1,000 to 4,999",31,Other Urban,5.1008,315027,Crows Nest,315,"4,999 or less",31,Other Urban,5.1008,
315026,D'Aguilar,315,"1,000 to 4,999",31,Other Urban,2.7318,315028,D'Aguilar,315,"4,999 or less",31,Other Urban,5.856,
315027,Dayboro,315,"1,000 to 4,999",31,Other Urban,9.5326,315029,Dayboro,315,"4,999 or less",31,Other Urban,9.5326,
315028,Doomadgee,315,"1,000 to 4,999",31,Other Urban,4.9976,315030,Doomadgee,315,"4,999 or less",31,Other Urban,4.9976,
315029,Dysart,315,"1,000 to 4,999",31,Other Urban,5.0853,315031,Dysart,315,"4,999 or less",31,Other Urban,6.3961,
315030,Emu Park,315,"1,000 to 4,999",31,Other Urban,15.0742,315032,Emu Park,315,"4,999 or less",31,Other Urban,15.0742,
321040,Esk (L),321,500 or more,32,Bounded Locality,6.3732,315033,Esk,315,"4,999 or less",31,Other Urban,6.3733,Name Change
321041,Eumundi (L),321,500 or more,32,Bounded Locality,3.4029,315034,Eumundi,315,"4,999 or less",31,Other Urban,3.4029,Name Change
315031,Fernvale,315,"1,000 to 4,999",31,Other Urban,5.5231,315035,Fernvale,315,"4,999 or less",31,Other Urban,5.5231,
315032,Gayndah,315,"1,000 to 4,999",31,Other Urban,7.9564,315036,Gayndah,315,"4,999 or less",31,Other Urban,7.9564,
315033,Glass House Mountains,315,"1,000 to 4,999",31,Other Urban,11.1234,315037,Glass House Mountains,315,"4,999 or less",31,Other Urban,11.1233,
315035,Gowrie Junction,315,"1,000 to 4,999",31,Other Urban,17.5341,315038,Gowrie Junction,315,"4,999 or less",31,Other Urban,9.5292,
315036,Gununa,315,"1,000 to 4,999",31,Other Urban,6.2071,315039,Gununa,315,"4,999 or less",31,Other Urban,6.2071,
315037,Hamilton Island,315,"1,000 to 4,999",31,Other Urban,7.0161,315040,Hamilton Island,315,"4,999 or less",31,Other Urban,7.0754,
315038,Hay Point,315,"1,000 to 4,999",31,Other Urban,24.6035,315041,Hay Point,315,"4,999 or less",31,Other Urban,24.6035,
315039,Home Hill,315,"1,000 to 4,999",31,Other Urban,20.1658,315042,Home Hill,315,"4,999 or less",31,Other Urban,4.1109,
315040,Howard,315,"1,000 to 4,999",31,Other Urban,2.0946,315043,Howard,315,"4,999 or less",31,Other Urban,2.0946,
315041,Ingham,315,"1,000 to 4,999",31,Other Urban,33.1502,315044,Ingham,315,"4,999 or less",31,Other Urban,19.6205,
315042,Jacobs Well,315,"1,000 to 4,999",31,Other Urban,6.3857,315045,Jacobs Well,315,"4,999 or less",31,Other Urban,6.3857,
315045,Kilcoy,315,"1,000 to 4,999",31,Other Urban,3.3116,315046,Kilcoy,315,"4,999 or less",31,Other Urban,5.2775,
315046,Kingsthorpe,315,"1,000 to 4,999",31,Other Urban,3.6659,315047,Kingsthorpe,315,"4,999 or less",31,Other Urban,4.2811,
315047,Kooralbyn,315,"1,000 to 4,999",31,Other Urban,15.3152,315048,Kooralbyn,315,"4,999 or less",31,Other Urban,15.3152,
315048,Kuranda,315,"1,000 to 4,999",31,Other Urban,17.6433,315049,Kuranda,315,"4,999 or less",31,Other Urban,17.6433,
315049,Laidley,315,"1,000 to 4,999",31,Other Urban,7.561,315050,Laidley,315,"4,999 or less",31,Other Urban,8.8884,
315050,Landsborough,315,"1,000 to 4,999",31,Other Urban,12.8756,315051,Landsborough,315,"4,999 or less",31,Other Urban,13.2881,
315051,Logan Village,315,"1,000 to 4,999",31,Other Urban,15.2113,315052,Logan Village,315,"4,999 or less",31,Other Urban,14.843,
315052,Longreach,315,"1,000 to 4,999",31,Other Urban,14.1687,315053,Longreach,315,"4,999 or less",31,Other Urban,14.1687,
315053,Lowood,315,"1,000 to 4,999",31,Other Urban,15.1671,315054,Lowood,315,"4,999 or less",31,Other Urban,15.1671,
315054,Macleay Island,315,"1,000 to 4,999",31,Other Urban,7.23,315055,Macleay Island,315,"4,999 or less",31,Other Urban,7.23,
315055,Malanda,315,"1,000 to 4,999",31,Other Urban,9.957,315056,Malanda,315,"4,999 or less",31,Other Urban,9.957,
315056,Maleny,315,"1,000 to 4,999",31,Other Urban,5.739,315057,Maleny,315,"4,999 or less",31,Other Urban,5.739,
315057,Marian,315,"1,000 to 4,999",31,Other Urban,2.4133,315058,Marian,315,"4,999 or less",31,Other Urban,2.9496,
315058,Meridan Plains,315,"1,000 to 4,999",31,Other Urban,0.5724,315059,Meridan Plains,315,"4,999 or less",31,Other Urban,0.6298,
315059,Meringandan West,315,"1,000 to 4,999",31,Other Urban,24.3385,315060,Meringandan West,315,"4,999 or less",31,Other Urban,6.7945,
315060,Middlemount,315,"1,000 to 4,999",31,Other Urban,12.1722,315061,Middlemount,315,"4,999 or less",31,Other Urban,12.1722,
315061,Miles,315,"1,000 to 4,999",31,Other Urban,4.9665,315062,Miles,315,"4,999 or less",31,Other Urban,4.9665,
315062,Millmerran,315,"1,000 to 4,999",31,Other Urban,4.6728,315063,Millmerran,315,"4,999 or less",31,Other Urban,4.6728,
321079,Mirani (L),321,500 or more,32,Bounded Locality,1.0961,315064,Mirani,315,"4,999 or less",31,Other Urban,1.5703,Name Change
315063,Monto,315,"1,000 to 4,999",31,Other Urban,4.5134,315065,Monto,315,"4,999 or less",31,Other Urban,4.5134,
315064,Mooloolah,315,"1,000 to 4,999",31,Other Urban,11.4495,315066,Mooloolah,315,"4,999 or less",31,Other Urban,8.0817,
315065,Moore Park,315,"1,000 to 4,999",31,Other Urban,5.1677,315067,Moore Park,315,"4,999 or less",31,Other Urban,5.1677,
315066,Mossman,315,"1,000 to 4,999",31,Other Urban,4.7856,315068,Mossman,315,"4,999 or less",31,Other Urban,4.7856,
315067,Mount Morgan,315,"1,000 to 4,999",31,Other Urban,13.2156,315069,Mount Morgan,315,"4,999 or less",31,Other Urban,13.2156,
315068,Moura,315,"1,000 to 4,999",31,Other Urban,3.799,315070,Moura,315,"4,999 or less",31,Other Urban,3.9732,
315069,Mulambin,315,"1,000 to 4,999",31,Other Urban,2.0431,315071,Mulambin,315,"4,999 or less",31,Other Urban,2.0431,
315070,Mundubbera,315,"1,000 to 4,999",31,Other Urban,4.4286,315072,Mundubbera,315,"4,999 or less",31,Other Urban,4.4286,
315071,Murgon,315,"1,000 to 4,999",31,Other Urban,4.9338,315073,Murgon,315,"4,999 or less",31,Other Urban,4.9338,
315072,Nanango,315,"1,000 to 4,999",31,Other Urban,26.5958,315074,Nanango,315,"4,999 or less",31,Other Urban,26.5958,
315073,Nelly Bay,315,"1,000 to 4,999",31,Other Urban,2.2945,315075,Nelly Bay,315,"4,999 or less",31,Other Urban,2.2945,
315074,Oakey,315,"1,000 to 4,999",31,Other Urban,9.8105,315076,Oakey,315,"4,999 or less",31,Other Urban,9.8105,
315075,Palm Island,315,"1,000 to 4,999",31,Other Urban,56.2938,315077,Palm Island,315,"4,999 or less",31,Other Urban,56.2938,
315077,Pittsworth,315,"1,000 to 4,999",31,Other Urban,5.0041,315078,Pittsworth,315,"4,999 or less",31,Other Urban,5.0041,
315078,Pomona,315,"1,000 to 4,999",31,Other Urban,6.8215,315079,Pomona,315,"4,999 or less",31,Other Urban,6.8215,
315079,Port Douglas - Craiglie,315,"1,000 to 4,999",31,Other Urban,8.3564,315080,Port Douglas - Craiglie,315,"4,999 or less",31,Other Urban,8.5047,
315080,Proserpine,315,"1,000 to 4,999",31,Other Urban,3.4466,315081,Proserpine,315,"4,999 or less",31,Other Urban,3.4466,
315081,Rainbow Beach,315,"1,000 to 4,999",31,Other Urban,2.5244,315082,Rainbow Beach,315,"4,999 or less",31,Other Urban,2.5244,
315082,Rangewood,315,"1,000 to 4,999",31,Other Urban,2.8146,315083,Rangewood,315,"4,999 or less",31,Other Urban,2.8146,
315083,River Heads,315,"1,000 to 4,999",31,Other Urban,6.7713,315084,River Heads,315,"4,999 or less",31,Other Urban,6.7713,
315084,Rosewood,315,"1,000 to 4,999",31,Other Urban,2.9233,315085,Rosewood,315,"4,999 or less",31,Other Urban,5.9052,
315085,Russell Island,315,"1,000 to 4,999",31,Other Urban,17.5111,315086,Russell Island,315,"4,999 or less",31,Other Urban,17.5111,
315086,Samford Valley - Highvale,315,"1,000 to 4,999",31,Other Urban,7.9017,315087,Samford Valley - Highvale,315,"4,999 or less",31,Other Urban,11.0008,
315087,Sarina,315,"1,000 to 4,999",31,Other Urban,4.8574,315088,Sarina,315,"4,999 or less",31,Other Urban,4.9158,
315088,St George,315,"1,000 to 4,999",31,Other Urban,15.7102,315089,St George,315,"4,999 or less",31,Other Urban,15.7102,
315089,Stanthorpe,315,"1,000 to 4,999",31,Other Urban,15.3882,315090,Stanthorpe,315,"4,999 or less",31,Other Urban,15.3881,
315090,Thursday Island,315,"1,000 to 4,999",31,Other Urban,3.7091,315091,Thursday Island,315,"4,999 or less",31,Other Urban,3.7184,
315092,Tin Can Bay,315,"1,000 to 4,999",31,Other Urban,4.2531,315092,Tin Can Bay,315,"4,999 or less",31,Other Urban,4.2583,
315093,Toogoolawah,315,"1,000 to 4,999",31,Other Urban,3.4779,315093,Toogoolawah,315,"4,999 or less",31,Other Urban,3.4779,
315094,Toogoom,315,"1,000 to 4,999",31,Other Urban,3.0163,315094,Toogoom,315,"4,999 or less",31,Other Urban,3.0163,
315095,Tully,315,"1,000 to 4,999",31,Other Urban,7.042,315095,Tully,315,"4,999 or less",31,Other Urban,7.0421,
315096,Walkerston,315,"1,000 to 4,999",31,Other Urban,3.4071,315096,Walkerston,315,"4,999 or less",31,Other Urban,3.5735,
315097,Walloon,315,"1,000 to 4,999",31,Other Urban,3.8931,315097,Walloon,315,"4,999 or less",31,Other Urban,5.8605,
315098,Weipa,315,"1,000 to 4,999",31,Other Urban,16.1611,315098,Weipa,315,"4,999 or less",31,Other Urban,15.8036,
315099,Westbrook,315,"1,000 to 4,999",31,Other Urban,2.3823,315099,Westbrook,315,"4,999 or less",31,Other Urban,2.3822,
315100,Willowbank,315,"1,000 to 4,999",31,Other Urban,4.3187,315100,Willowbank,315,"4,999 or less",31,Other Urban,4.3187,
315101,Withcott,315,"1,000 to 4,999",31,Other Urban,9.4493,315101,Withcott,315,"4,999 or less",31,Other Urban,9.4493,
315102,Wondai,315,"1,000 to 4,999",31,Other Urban,7.1583,315102,Wondai,315,"4,999 or less",31,Other Urban,7.1583,
315103,Wongaling Beach,315,"1,000 to 4,999",31,Other Urban,7.5743,315103,Wongaling Beach,315,"4,999 or less",31,Other Urban,7.5743,
315104,Woodford,315,"1,000 to 4,999",31,Other Urban,11.5018,315104,Woodford,315,"4,999 or less",31,Other Urban,12.4744,
315105,Woodgate,315,"1,000 to 4,999",31,Other Urban,2.468,315105,Woodgate,315,"4,999 or less",31,Other Urban,2.468,
315106,Wyreema,315,"1,000 to 4,999",31,Other Urban,0.997,315106,Wyreema,315,"4,999 or less",31,Other Urban,1.3711,
315107,Yandina,315,"1,000 to 4,999",31,Other Urban,6.871,315107,Yandina,315,"4,999 or less",31,Other Urban,6.871,
315108,Yarrabah,315,"1,000 to 4,999",31,Other Urban,158.8381,315108,Yarrabah,315,"4,999 or less",31,Other Urban,0.684,
315110,Yungaburra,315,"1,000 to 4,999",31,Other Urban,4.136,315109,Yungaburra,315,"4,999 or less",31,Other Urban,4.136,
321002,Aldershot (L),321,500 or more,32,Bounded Locality,1.0678,321001,Aldershot (L),321,500 or more,32,Bounded Locality,1.0678,
321003,Allora (L),321,500 or more,32,Bounded Locality,1.4619,321002,Allora (L),321,500 or more,32,Bounded Locality,1.4619,
321004,Apple Tree Creek (L),321,500 or more,32,Bounded Locality,5.772,321003,Apple Tree Creek (L),321,500 or more,32,Bounded Locality,5.772,
322006,Aratula (L),322,200 to 499,32,Bounded Locality,6.8236,321004,Aratula (L),321,500 or more,32,Bounded Locality,6.8236,
321005,Armstrong Beach (L),321,500 or more,32,Bounded Locality,1.1298,321005,Armstrong Beach (L),321,500 or more,32,Bounded Locality,1.1298,
321007,Badu Island (L),321,500 or more,32,Bounded Locality,102.5447,321006,Badu Island (L),321,500 or more,32,Bounded Locality,102.5447,
321008,Bakers Creek (L),321,500 or more,32,Bounded Locality,20.9456,321007,Bakers Creek (L),321,500 or more,32,Bounded Locality,20.9456,
321009,Balgal Beach (L),321,500 or more,32,Bounded Locality,13.6394,321008,Balgal Beach (L),321,500 or more,32,Bounded Locality,13.6394,
321010,Barcaldine (L),321,500 or more,32,Bounded Locality,7.4188,321009,Barcaldine (L),321,500 or more,32,Bounded Locality,7.4188,
321012,Belvedere (L),321,500 or more,32,Bounded Locality,0.4548,321010,Belvedere (L),321,500 or more,32,Bounded Locality,0.4548,
321013,Benaraby (L),321,500 or more,32,Bounded Locality,3.9572,321011,Benaraby (L),321,500 or more,32,Bounded Locality,3.9572,
321014,Biggenden (L),321,500 or more,32,Bounded Locality,2.452,321012,Biggenden (L),321,500 or more,32,Bounded Locality,2.452,
321015,Black Mountain (L),321,500 or more,32,Bounded Locality,7.464,321013,Black Mountain (L),321,500 or more,32,Bounded Locality,7.464,
321016,Black River (L),321,500 or more,32,Bounded Locality,5.7892,321014,Black River (L),321,500 or more,32,Bounded Locality,1.2417,
321017,Blackall (L),321,500 or more,32,Bounded Locality,7.6679,321015,Blackall (L),321,500 or more,32,Bounded Locality,7.6679,
321018,Blackbutt (L),321,500 or more,32,Bounded Locality,1.6997,321016,Blackbutt (L),321,500 or more,32,Bounded Locality,1.6997,
321019,Blue Mountain Heights (L),321,500 or more,32,Bounded Locality,3.8463,321017,Blue Mountain Heights (L),321,500 or more,32,Bounded Locality,3.8463,
321020,Bluewater (L),321,500 or more,32,Bounded Locality,3.2862,321018,Bluewater (L),321,500 or more,32,Bounded Locality,3.2862,
321021,Bluewater Park (L),321,500 or more,32,Bounded Locality,3.6012,321019,Bluewater Park (L),321,500 or more,32,Bounded Locality,3.6012,
321022,Booral (L),321,500 or more,32,Bounded Locality,8.566,321020,Booral (L),321,500 or more,32,Bounded Locality,8.566,
321023,Bouldercombe (L),321,500 or more,32,Bounded Locality,7.6294,321021,Bouldercombe (L),321,500 or more,32,Bounded Locality,7.6294,
321024,Boyland (L),321,500 or more,32,Bounded Locality,6.3805,321022,Boyland (L),321,500 or more,32,Bounded Locality,6.3805,
321025,Brandon (L),321,500 or more,32,Bounded Locality,0.9562,321023,Brandon (L),321,500 or more,32,Bounded Locality,0.9562,
322021,Brightview (L),322,200 to 499,32,Bounded Locality,2.535,321024,Brightview (L),321,500 or more,32,Bounded Locality,2.535,
322023,Burrum Heads - East (L),322,200 to 499,32,Bounded Locality,1.1268,321025,Burrum Heads - East (L),321,500 or more,32,Bounded Locality,1.1268,
321026,Campwin Beach (L),321,500 or more,32,Bounded Locality,0.5933,321026,Campwin Beach (L),321,500 or more,32,Bounded Locality,0.5933,
321027,Canungra (L),321,500 or more,32,Bounded Locality,1.6803,321027,Canungra (L),321,500 or more,32,Bounded Locality,1.6803,
321028,Capella (L),321,500 or more,32,Bounded Locality,9.3994,321028,Capella (L),321,500 or more,32,Bounded Locality,9.3994,
321029,Coochiemudlo Island (L),321,500 or more,32,Bounded Locality,1.6445,321029,Coochiemudlo Island (L),321,500 or more,32,Bounded Locality,1.6445,
321030,Coominya (L),321,500 or more,32,Bounded Locality,5.4317,321030,Coominya (L),321,500 or more,32,Bounded Locality,5.4317,
321031,Cooran (L),321,500 or more,32,Bounded Locality,7.7909,321031,Cooran (L),321,500 or more,32,Bounded Locality,7.7909,
321032,Cooroibah (L),321,500 or more,32,Bounded Locality,21.8135,321032,Cooroibah (L),321,500 or more,32,Bounded Locality,21.8135,
321033,Cooya Beach (L),321,500 or more,32,Bounded Locality,0.5701,321033,Cooya Beach (L),321,500 or more,32,Bounded Locality,1.035,
321034,Cunnamulla (L),321,500 or more,32,Bounded Locality,6.5783,321034,Cunnamulla (L),321,500 or more,32,Bounded Locality,6.5783,
321035,Curra (L),321,500 or more,32,Bounded Locality,20.1007,321035,Curra (L),321,500 or more,32,Bounded Locality,20.1007,
321037,Delaneys Creek (L),321,500 or more,32,Bounded Locality,4.3585,321036,Delaneys Creek (L),321,500 or more,32,Bounded Locality,4.3585,
321038,Dunwich (L),321,500 or more,32,Bounded Locality,2.2232,321037,Dunwich (L),321,500 or more,32,Bounded Locality,2.2232,
321039,Elliott Heads (L),321,500 or more,32,Bounded Locality,1.3962,321038,Elliott Heads (L),321,500 or more,32,Bounded Locality,1.3962,
321042,Flaxton (L),321,500 or more,32,Bounded Locality,11.6397,321039,Flaxton (L),321,500 or more,32,Bounded Locality,11.6397,
321043,Forest Acres (L),321,500 or more,32,Bounded Locality,7.3424,321040,Forest Acres (L),321,500 or more,32,Bounded Locality,7.3424,
321044,Gin Gin (L),321,500 or more,32,Bounded Locality,4.0324,321041,Gin Gin (L),321,500 or more,32,Bounded Locality,4.0324,
321047,Glenore Grove (L),321,500 or more,32,Bounded Locality,3.7738,321042,Glenore Grove (L),321,500 or more,32,Bounded Locality,3.7738,
321048,Glenview (L),321,500 or more,32,Bounded Locality,24.2189,321043,Glenview (L),321,500 or more,32,Bounded Locality,2.9591,
321049,Glenwood (L),321,500 or more,32,Bounded Locality,18.356,321044,Glenwood (L),321,500 or more,32,Bounded Locality,18.356,
321050,Goldsborough (L),321,500 or more,32,Bounded Locality,13.3366,321045,Goldsborough (L),321,500 or more,32,Bounded Locality,13.3366,
321051,Gooburrum (L),321,500 or more,32,Bounded Locality,1.3177,321046,Gooburrum (L),321,500 or more,32,Bounded Locality,1.3177,
321052,Goombungee (L),321,500 or more,32,Bounded Locality,2.0759,321047,Goombungee (L),321,500 or more,32,Bounded Locality,2.0759,
321053,Goomeri (L),321,500 or more,32,Bounded Locality,1.7752,321048,Goomeri (L),321,500 or more,32,Bounded Locality,1.7752,
321054,Greenmount (L),321,500 or more,32,Bounded Locality,1.0723,321049,Greenmount (L),321,500 or more,32,Bounded Locality,1.0723,
321055,Helidon (L),321,500 or more,32,Bounded Locality,1.1785,321050,Helidon (L),321,500 or more,32,Bounded Locality,1.1785,
321056,Herberton (L),321,500 or more,32,Bounded Locality,3.7852,321051,Herberton (L),321,500 or more,32,Bounded Locality,3.7852,
321057,Hope Vale (L),321,500 or more,32,Bounded Locality,9.0362,321052,Hope Vale (L),321,500 or more,32,Bounded Locality,20.9571,
321058,Horn Island (L),321,500 or more,32,Bounded Locality,53.1849,321053,Horn Island (L),321,500 or more,32,Bounded Locality,53.1849,
321059,Horseshoe Bay (L),321,500 or more,32,Bounded Locality,4.9279,321054,Horseshoe Bay (L),321,500 or more,32,Bounded Locality,4.9279,
321060,Hughenden (L),321,500 or more,32,Bounded Locality,10.753,321055,Hughenden (L),321,500 or more,32,Bounded Locality,10.753,
321061,Inglewood (L) (Qld),321,500 or more,32,Bounded Locality,4.507,321056,Inglewood (L) (Qld),321,500 or more,32,Bounded Locality,4.507,
321063,Jandowae (L),321,500 or more,32,Bounded Locality,702.5209,321057,Jandowae (L),321,500 or more,32,Bounded Locality,2.8213,
321064,Kalbar (L),321,500 or more,32,Bounded Locality,2.8117,321058,Kalbar (L),321,500 or more,32,Bounded Locality,2.8117,
321066,Kiels Mountain (L),321,500 or more,32,Bounded Locality,6.5329,321059,Kiels Mountain (L),321,500 or more,32,Bounded Locality,6.5329,
321067,Killarney (L),321,500 or more,32,Bounded Locality,2.3256,321060,Killarney (L),321,500 or more,32,Bounded Locality,2.3256,
321068,Kinka Beach (L),321,500 or more,32,Bounded Locality,7.4056,321061,Kinka Beach (L),321,500 or more,32,Bounded Locality,7.4056,
321069,Kowanyama (L),321,500 or more,32,Bounded Locality,7.933,321062,Kowanyama (L),321,500 or more,32,Bounded Locality,7.933,
321070,Kureelpa (L),321,500 or more,32,Bounded Locality,19.0219,321063,Kureelpa (L),321,500 or more,32,Bounded Locality,19.0219,
321071,Kurrimine Beach (L),321,500 or more,32,Bounded Locality,0.8363,321064,Kurrimine Beach (L),321,500 or more,32,Bounded Locality,0.8363,
321072,Laidley Heights (L),321,500 or more,32,Bounded Locality,11.1686,321065,Laidley Heights (L),321,500 or more,32,Bounded Locality,11.1686,
322070,Lamb Island (L),322,200 to 499,32,Bounded Locality,1.385,321066,Lamb Island (L),321,500 or more,32,Bounded Locality,1.385,
321073,Lockhart River (L),321,500 or more,32,Bounded Locality,5.7402,321067,Lockhart River (L),321,500 or more,32,Bounded Locality,6.9249,
321074,Lower Beechmont (L),321,500 or more,32,Bounded Locality,3.7136,321068,Lower Beechmont (L),321,500 or more,32,Bounded Locality,3.7136,
