UCL_CODE_2016,UCL_NAME_2016,SOSR_CODE_2016,SOSR_NAME_2016,SOS_CODE_2016,SOS_NAME_2016,AREA_ALBERS_SQKM_2016,UCL_CODE_2021,UCL_NAME_2021,SOSR_CODE_2021,SOSR_NAME_2021,SOS_CODE_2021,SOS_NAME_2021,AREA_ALBERS_SQKM_2021,Reason for change
122032,Candelo (L),122,200 to 499,12,Bounded Locality,0.9172,122030,Candelo (L),122,499 or less,12,Bounded Locality,0.9172,
122033,Caniaba (L),122,200 to 499,12,Bounded Locality,0.4251,122031,Caniaba (L),122,499 or less,12,Bounded Locality,0.4251,
122034,Captains Flat (L),122,200 to 499,12,Bounded Locality,1.1837,122032,Captains Flat (L),122,499 or less,12,Bounded Locality,1.1837,
122036,Cargo (L),122,200 to 499,12,Bounded Locality,1.0747,122033,Cargo (L),122,499 or less,12,Bounded Locality,1.0747,
122037,Clarenza (L),122,200 to 499,12,Bounded Locality,0.4485,122034,Clarenza (L),122,499 or less,12,Bounded Locality,0.4485,
122038,Cobargo (L),122,200 to 499,12,Bounded Locality,1.6257,122035,Cobargo (L),122,499 or less,12,Bounded Locality,1.6257,
122039,Collarenebri (L),122,200 to 499,12,Bounded Locality,3.7675,122036,Collarenebri (L),122,499 or less,12,Bounded Locality,3.7675,
,,,,,,,122037,Collector (L),122,499 or less,12,Bounded Locality,0.6887,New
122040,Conjola Park (L),122,200 to 499,12,Bounded Locality,1.0349,122038,Conjola Park (L),122,499 or less,12,Bounded Locality,1.0349,
122041,Coopernook (L),122,200 to 499,12,Bounded Locality,0.6029,122039,Coopernook (L),122,499 or less,12,Bounded Locality,0.6029,
,,,,,,,122040,Copmanhurst (L),122,499 or less,12,Bounded Locality,1.8283,New
122042,Coramba (L),122,200 to 499,12,Bounded Locality,1.1453,122041,Coramba (L),122,499 or less,12,Bounded Locality,1.1453,
122043,Couridjah (L),122,200 to 499,12,Bounded Locality,2.8149,122042,Couridjah (L),122,499 or less,12,Bounded Locality,2.8149,
122044,Cudal (L),122,200 to 499,12,Bounded Locality,0.9703,122043,Cudal (L),122,499 or less,12,Bounded Locality,0.9703,
122045,Cullen Bullen (L),122,200 to 499,12,Bounded Locality,0.782,122044,Cullen Bullen (L),122,499 or less,12,Bounded Locality,0.782,
122046,Cumnock (L),122,200 to 499,12,Bounded Locality,1.8259,122045,Cumnock (L),122,499 or less,12,Bounded Locality,1.8259,
122047,Currarong (L),122,200 to 499,12,Bounded Locality,0.9635,122046,Currarong (L),122,499 or less,12,Bounded Locality,0.9635,
122048,Dangar Island (L),122,200 to 499,12,Bounded Locality,0.3163,122047,Dangar Island (L),122,499 or less,12,Bounded Locality,0.3163,
121030,Dareton (L),121,500 or more,12,Bounded Locality,2.3981,122048,Dareton (L),122,499 or less,12,Bounded Locality,2.447,
122049,Deepwater (L),122,200 to 499,12,Bounded Locality,1.3461,122049,Deepwater (L),122,499 or less,12,Bounded Locality,1.3461,
122050,Delegate (L),122,200 to 499,12,Bounded Locality,1.7304,122050,Delegate (L),122,499 or less,12,Bounded Locality,1.7304,
122051,Delungra (L),122,200 to 499,12,Bounded Locality,0.8971,122051,Delungra (L),122,499 or less,12,Bounded Locality,0.8971,
122053,Elizabeth Beach (L),122,200 to 499,12,Bounded Locality,4.8396,122052,Elizabeth Beach (L),122,499 or less,12,Bounded Locality,4.8396,
122054,Emmaville (L),122,200 to 499,12,Bounded Locality,5.6166,122053,Emmaville (L),122,499 or less,12,Bounded Locality,5.6166,
121039,Euston (L),121,500 or more,12,Bounded Locality,1.4593,122054,Euston (L),122,499 or less,12,Bounded Locality,1.4593,
122055,Exeter (L) (NSW),122,200 to 499,12,Bounded Locality,1.2483,122055,Exeter (L) (NSW),122,499 or less,12,Bounded Locality,1.2483,
122056,Fairy Hill (L),122,200 to 499,12,Bounded Locality,2.7712,122056,Fairy Hill (L),122,499 or less,12,Bounded Locality,2.7712,
122057,Falls Creek (L) (NSW),122,200 to 499,12,Bounded Locality,2.0256,122057,Falls Creek (L) (NSW),122,499 or less,12,Bounded Locality,2.0256,
122058,Fishermans Paradise (L),122,200 to 499,12,Bounded Locality,0.9928,122058,Fishermans Paradise (L),122,499 or less,12,Bounded Locality,0.9928,
122059,Geurie (L),122,200 to 499,12,Bounded Locality,1.6984,122059,Geurie (L),122,499 or less,12,Bounded Locality,1.6984,
122060,Gilgai (L),122,200 to 499,12,Bounded Locality,4.7106,122060,Gilgai (L),122,499 or less,12,Bounded Locality,4.7106,
122062,Goodooga (L),122,200 to 499,12,Bounded Locality,1.1289,122061,Goodooga (L),122,499 or less,12,Bounded Locality,1.4455,
122063,Goolgowi (L),122,200 to 499,12,Bounded Locality,5.0348,122062,Goolgowi (L),122,499 or less,12,Bounded Locality,5.0348,
122064,Gresford (L),122,200 to 499,12,Bounded Locality,1.0257,122063,Gresford (L),122,499 or less,12,Bounded Locality,1.0257,
122065,Gulargambone (L),122,200 to 499,12,Bounded Locality,5.4223,122064,Gulargambone (L),122,499 or less,12,Bounded Locality,5.4223,
122068,Hat Head (L),122,200 to 499,12,Bounded Locality,1.2022,122065,Hat Head (L),122,499 or less,12,Bounded Locality,1.2022,
122069,Hinton (L),122,200 to 499,12,Bounded Locality,1.476,122066,Hinton (L),122,499 or less,12,Bounded Locality,1.476,
122070,Hyland Park (L),122,200 to 499,12,Bounded Locality,0.445,122067,Hyland Park (L),122,499 or less,12,Bounded Locality,0.445,
122071,Ivanhoe (L),122,200 to 499,12,Bounded Locality,11.49,122068,Ivanhoe (L),122,499 or less,12,Bounded Locality,11.49,
122072,Kangaroo Valley (L),122,200 to 499,12,Bounded Locality,1.1172,122069,Kangaroo Valley (L),122,499 or less,12,Bounded Locality,1.1172,
122073,Kenthurst (L),122,200 to 499,12,Bounded Locality,0.5266,122070,Kenthurst (L),122,499 or less,12,Bounded Locality,0.5266,
,,,,,,,122071,Kew (L),122,499 or less,12,Bounded Locality,0.387,New
122074,Khancoban (L),122,200 to 499,12,Bounded Locality,1.4075,122072,Khancoban (L),122,499 or less,12,Bounded Locality,1.4075,
122075,Kioloa (L),122,200 to 499,12,Bounded Locality,1.8294,122073,Kioloa (L),122,499 or less,12,Bounded Locality,1.8294,
122077,Koorawatha (L),122,200 to 499,12,Bounded Locality,1.7043,122074,Koorawatha (L),122,499 or less,12,Bounded Locality,1.7043,
122078,Kurmond (L),122,200 to 499,12,Bounded Locality,0.3515,122075,Kurmond (L),122,499 or less,12,Bounded Locality,0.3515,
122079,Ladysmith (L),122,200 to 499,12,Bounded Locality,0.4147,122076,Ladysmith (L),122,499 or less,12,Bounded Locality,0.4147,
122082,Lansdowne (L),122,200 to 499,12,Bounded Locality,0.8411,122077,Lansdowne (L),122,499 or less,12,Bounded Locality,0.8411,
122083,Lennox Head - West (L),122,200 to 499,12,Bounded Locality,0.355,122078,Lennox Head - West (L),122,499 or less,12,Bounded Locality,0.355,
122084,Linden (L),122,200 to 499,12,Bounded Locality,0.8796,122079,Linden (L),122,499 or less,12,Bounded Locality,0.8796,
122087,Luddenham (L),122,200 to 499,12,Bounded Locality,0.4867,122080,Luddenham (L),122,499 or less,12,Bounded Locality,0.4867,
122088,Lyndhurst (L),122,200 to 499,12,Bounded Locality,2.7155,122081,Lyndhurst (L),122,499 or less,12,Bounded Locality,2.7155,
122091,Manning Point (L),122,200 to 499,12,Bounded Locality,0.8691,122082,Manning Point (L),122,499 or less,12,Bounded Locality,0.8691,
122092,Marrangaroo (L),122,200 to 499,12,Bounded Locality,3.0766,122083,Marrangaroo (L),122,499 or less,12,Bounded Locality,3.0766,
122093,Menangle Park (L),122,200 to 499,12,Bounded Locality,2.4124,122084,Menangle Park (L),122,499 or less,12,Bounded Locality,2.4124,
122094,Mendooran (L),122,200 to 499,12,Bounded Locality,1.2712,122085,Mendooran (L),122,499 or less,12,Bounded Locality,1.2712,
122095,Menindee (L),122,200 to 499,12,Bounded Locality,7.6491,122086,Menindee (L),122,499 or less,12,Bounded Locality,7.6491,
122096,Minnie Water (L),122,200 to 499,12,Bounded Locality,0.1674,122087,Minnie Water (L),122,499 or less,12,Bounded Locality,0.1674,
122097,Mogo (L),122,200 to 499,12,Bounded Locality,1.7194,122088,Mogo (L),122,499 or less,12,Bounded Locality,1.7194,
122098,Moonbi (L),122,200 to 499,12,Bounded Locality,2.5566,122089,Moonbi (L),122,499 or less,12,Bounded Locality,2.5566,
122099,Mooney Mooney (L),122,200 to 499,12,Bounded Locality,1.8146,122090,Mooney Mooney (L),122,499 or less,12,Bounded Locality,1.8146,
122100,Moulamein (L),122,200 to 499,12,Bounded Locality,2.9977,122091,Moulamein (L),122,499 or less,12,Bounded Locality,2.9977,
122101,Mulbring (L),122,200 to 499,12,Bounded Locality,0.8966,122092,Mulbring (L),122,499 or less,12,Bounded Locality,0.8966,
122102,Mungindi (NSW Part) (L),122,200 to 499,12,Bounded Locality,2.2154,122093,Mungindi (L),122,499 or less,12,Bounded Locality,2.2911,Name Change
122103,Mylestom (L),122,200 to 499,12,Bounded Locality,1.558,122094,Mylestom (L),122,499 or less,12,Bounded Locality,1.558,
122104,Nana Glen (L),122,200 to 499,12,Bounded Locality,0.6944,122095,Nana Glen (L),122,499 or less,12,Bounded Locality,0.6944,
122105,Nelligen (L),122,200 to 499,12,Bounded Locality,1.6658,122096,Nelligen (L),122,499 or less,12,Bounded Locality,1.6658,
122106,Nemingha (L),122,200 to 499,12,Bounded Locality,0.6187,122097,Nemingha (L),122,499 or less,12,Bounded Locality,0.6187,
122107,Nimbin (L),122,200 to 499,12,Bounded Locality,1.6801,122098,Nimbin (L),122,499 or less,12,Bounded Locality,1.8788,
122108,Nimmitabel (L),122,200 to 499,12,Bounded Locality,0.9694,122099,Nimmitabel (L),122,499 or less,12,Bounded Locality,0.9694,
122109,North Arm Cove (L),122,200 to 499,12,Bounded Locality,1.3045,122100,North Arm Cove (L),122,499 or less,12,Bounded Locality,1.3045,
122110,North Shore (L),122,200 to 499,12,Bounded Locality,2.8277,122101,North Shore (L),122,499 or less,12,Bounded Locality,2.8277,
122111,Nundle (L),122,200 to 499,12,Bounded Locality,2.5155,122102,Nundle (L),122,499 or less,12,Bounded Locality,2.5155,
122112,Oaklands (L),122,200 to 499,12,Bounded Locality,5.7485,122103,Oaklands (L),122,499 or less,12,Bounded Locality,5.7485,
122113,Orchard Hills (L),122,200 to 499,12,Bounded Locality,1.3259,122104,Orchard Hills (L),122,499 or less,12,Bounded Locality,1.3259,
122114,Otford (L),122,200 to 499,12,Bounded Locality,0.486,122105,Otford (L),122,499 or less,12,Bounded Locality,0.486,
122115,Pallamallawa (L),122,200 to 499,12,Bounded Locality,0.8849,122106,Pallamallawa (L),122,499 or less,12,Bounded Locality,0.8849,
122116,Paterson (L),122,200 to 499,12,Bounded Locality,1.2791,122107,Paterson (L),122,499 or less,12,Bounded Locality,1.2791,
122117,Patonga (L),122,200 to 499,12,Bounded Locality,0.324,122108,Patonga (L),122,499 or less,12,Bounded Locality,0.324,
122118,Perisher Village (L),122,200 to 499,12,Bounded Locality,6.0898,122109,Perisher Village (L),122,499 or less,12,Bounded Locality,6.0898,
122119,Perthville (L),122,200 to 499,12,Bounded Locality,1.7555,122110,Perthville (L),122,499 or less,12,Bounded Locality,1.7555,
122120,Picton - West (L),122,200 to 499,12,Bounded Locality,1.2508,122111,Picton - West (L),122,499 or less,12,Bounded Locality,1.2508,
122121,Pindimar (L),122,200 to 499,12,Bounded Locality,3.2772,122112,Pindimar (L),122,499 or less,12,Bounded Locality,3.2772,
122122,Rainbow Flat (L),122,200 to 499,12,Bounded Locality,2.2109,122113,Rainbow Flat (L),122,499 or less,12,Bounded Locality,2.2109,
122123,Red Rock (L),122,200 to 499,12,Bounded Locality,1.2513,122114,Red Rock (L),122,499 or less,12,Bounded Locality,1.2513,
122124,Riverside (L),122,200 to 499,12,Bounded Locality,4.7458,122115,Riverside (L),122,499 or less,12,Bounded Locality,4.7458,
,,,,,,,122116,Rosedale - Guerilla Bay (L),122,499 or less,12,Bounded Locality,6.4624,New
122126,Seaham (L),122,200 to 499,12,Bounded Locality,1.0536,122117,Seaham (L),122,499 or less,12,Bounded Locality,1.0536,
122127,Seahampton (L),122,200 to 499,12,Bounded Locality,6.5545,122118,Seahampton (L),122,499 or less,12,Bounded Locality,6.5545,
122128,South Durras (L),122,200 to 499,12,Bounded Locality,5.1668,122119,South Durras (L),122,499 or less,12,Bounded Locality,5.1668,
122129,South Pambula (L),122,200 to 499,12,Bounded Locality,5.1662,122120,South Pambula (L),122,499 or less,12,Bounded Locality,5.1662,
122130,Spring Hill (L),122,200 to 499,12,Bounded Locality,0.3552,122121,Spring Hill (L),122,499 or less,12,Bounded Locality,0.3552,
122131,Stanwell Tops (L),122,200 to 499,12,Bounded Locality,1.2749,122122,Stanwell Tops (L),122,499 or less,12,Bounded Locality,1.2749,
122132,Stockinbingal (L),122,200 to 499,12,Bounded Locality,1.4168,122123,Stockinbingal (L),122,499 or less,12,Bounded Locality,1.4168,
122133,Sutton (L),122,200 to 499,12,Bounded Locality,1.2889,122124,Sutton (L),122,499 or less,12,Bounded Locality,1.5699,
122134,Talbingo (L),122,200 to 499,12,Bounded Locality,1.0361,122125,Talbingo (L),122,499 or less,12,Bounded Locality,1.0361,
122135,Tapitallee (L),122,200 to 499,12,Bounded Locality,0.6626,122126,Tapitallee (L),122,499 or less,12,Bounded Locality,0.8375,
122136,Taralga (L),122,200 to 499,12,Bounded Locality,1.564,122127,Taralga (L),122,499 or less,12,Bounded Locality,1.564,
122137,Tarcutta (L),122,200 to 499,12,Bounded Locality,1.4253,122128,Tarcutta (L),122,499 or less,12,Bounded Locality,1.4253,
122138,Tarraganda (L),122,200 to 499,12,Bounded Locality,5.996,122129,Tarraganda (L),122,499 or less,12,Bounded Locality,5.996,
122139,Telegraph Point (L),122,200 to 499,12,Bounded Locality,2.0602,122130,Telegraph Point (L),122,499 or less,12,Bounded Locality,2.0602,
122140,Thredbo Village (L),122,200 to 499,12,Bounded Locality,1.0856,122131,Thredbo Village (L),122,499 or less,12,Bounded Locality,1.0856,
122141,Tingha (L),122,200 to 499,12,Bounded Locality,2.404,122132,Tingha (L),122,499 or less,12,Bounded Locality,2.404,
122142,Tomago (L),122,200 to 499,12,Bounded Locality,34.9273,122133,Tomago (L),122,499 or less,12,Bounded Locality,34.9273,
122143,Tomerong (L),122,200 to 499,12,Bounded Locality,0.7738,122134,Tomerong (L),122,499 or less,12,Bounded Locality,0.7738,
122144,Tooleybuc (L),122,200 to 499,12,Bounded Locality,1.1802,122135,Tooleybuc (L),122,499 or less,12,Bounded Locality,1.1803,
122145,Toomelah (L),122,200 to 499,12,Bounded Locality,2.153,122136,Toomelah (L),122,499 or less,12,Bounded Locality,2.0077,
122146,Tottenham (L),122,200 to 499,12,Bounded Locality,1.3832,122137,Tottenham (L),122,499 or less,12,Bounded Locality,1.3832,
122147,Trundle (L),122,200 to 499,12,Bounded Locality,2.7058,122138,Trundle (L),122,499 or less,12,Bounded Locality,2.7058,
122148,Tucabia (L),122,200 to 499,12,Bounded Locality,1.1315,122139,Tucabia (L),122,499 or less,12,Bounded Locality,1.1315,
122149,Tullamore (L),122,200 to 499,12,Bounded Locality,1.1672,122140,Tullamore (L),122,499 or less,12,Bounded Locality,1.1672,
122150,Tumbulgum (L),122,200 to 499,12,Bounded Locality,0.3383,122141,Tumbulgum (L),122,499 or less,12,Bounded Locality,0.3383,
122151,Tyalgum (L),122,200 to 499,12,Bounded Locality,0.5478,122142,Tyalgum (L),122,499 or less,12,Bounded Locality,0.5478,
122152,Uki (L),122,200 to 499,12,Bounded Locality,0.4962,122143,Uki (L),122,499 or less,12,Bounded Locality,0.4962,
122153,Ulmarra (L),122,200 to 499,12,Bounded Locality,1.2971,122144,Ulmarra (L),122,499 or less,12,Bounded Locality,1.2971,
122154,Ungarie (L),122,200 to 499,12,Bounded Locality,1.0231,122145,Ungarie (L),122,499 or less,12,Bounded Locality,1.5248,
122155,Urana (L),122,200 to 499,12,Bounded Locality,4.4258,122146,Urana (L),122,499 or less,12,Bounded Locality,4.4258,
122156,Urbenville (L),122,200 to 499,12,Bounded Locality,0.7666,122147,Urbenville (L),122,499 or less,12,Bounded Locality,0.7666,
122157,Wallabadah (L),122,200 to 499,12,Bounded Locality,6.4712,122148,Wallabadah (L),122,499 or less,12,Bounded Locality,6.4712,
122159,Whitton (L),122,200 to 499,12,Bounded Locality,1.1817,122149,Whitton (L),122,499 or less,12,Bounded Locality,1.1817,
122161,Wolumla (L),122,200 to 499,12,Bounded Locality,0.6066,122150,Wolumla (L),122,499 or less,12,Bounded Locality,0.6066,
122162,Woodenbong (L),122,200 to 499,12,Bounded Locality,0.8278,122151,Woodenbong (L),122,499 or less,12,Bounded Locality,0.8278,
122163,Woodstock (L),122,200 to 499,12,Bounded Locality,1.281,122152,Woodstock (L),122,499 or less,12,Bounded Locality,1.281,
122165,Woollamia (L),122,200 to 499,12,Bounded Locality,7.3256,122153,Woollamia (L),122,499 or less,12,Bounded Locality,7.3256,
122166,Wooloweyah (L),122,200 to 499,12,Bounded Locality,0.3335,122154,Wooloweyah (L),122,499 or less,12,Bounded Locality,0.3335,
121123,Wyalong (L),121,500 or more,12,Bounded Locality,7.5454,122155,Wyalong (L),122,499 or less,12,Bounded Locality,7.5454,
121124,Yanco (L),121,500 or more,12,Bounded Locality,1.2486,122156,Yanco (L),122,499 or less,12,Bounded Locality,1.2486,
122167,Yarramundi (L),122,200 to 499,12,Bounded Locality,1.0936,122157,Yarramundi (L),122,499 or less,12,Bounded Locality,1.0936,
122168,Yeoval (L),122,200 to 499,12,Bounded Locality,0.9658,122158,Yeoval (L),122,499 or less,12,Bounded Locality,0.9658,
131777,Remainder of State/Territory (NSW),131,Remainder of State/Territory,13,Rural Balance,793797.7449,131001,Remainder of State/Territory (NSW),131,Remainder of State/Territory,13,Rural Balance,793900.2706,
201001,Melbourne,201,1 million or more,20,Major Urban,2705.364,201001,Melbourne,201,1 million or more,20,Major Urban,2880.5725,
221061,Rockbank (L),221,500 or more,22,Bounded Locality,0.706,201001,Melbourne,201,1 million or more,20,Major Urban,2880.5725,Amalgamated
222015,Clyde (L),222,200 to 499,22,Bounded Locality,16.0967,201001,Melbourne,201,1 million or more,20,Major Urban,2880.5725,Amalgamated
211002,Ballarat,211,"50,000 to 99,999",21,Other Urban,154.1144,203001,Ballarat,203,"100,000 to 249,999",20,Major Urban,132.2364,
211003,Bendigo,211,"50,000 to 99,999",21,Other Urban,164.8588,203002,Bendigo,203,"100,000 to 249,999",20,Major Urban,162.3864,
203001,Geelong,203,"100,000 to 249,999",20,Major Urban,168.623,203003,Geelong,203,"100,000 to 249,999",20,Major Urban,165.5844,
211001,Albury - Wodonga (Wodonga Part),211,"50,000 to 99,999",21,Other Urban,53.4068,211001,Albury - Wodonga (Wodonga Part),211,"50,000 to 99,999",21,Other Urban,54.1941,
211004,Melton,211,"50,000 to 99,999",21,Other Urban,55.1972,211002,Melton,211,"50,000 to 99,999",21,Other Urban,57.1001,
213001,Bacchus Marsh,213,"10,000 to 19,999",21,Other Urban,17.7198,212001,Bacchus Marsh,212,"20,000 to 49,999",21,Other Urban,18.6125,
213006,Echuca - Moama (Echuca Part),213,"10,000 to 19,999",21,Other Urban,25.849,212002,Echuca - Moama (Echuca Part),212,"20,000 to 49,999",21,Other Urban,25.8493,
212001,Mildura - Buronga (Mildura Part),212,"20,000 to 49,999",21,Other Urban,41.1869,212003,Mildura - Buronga (Mildura Part),212,"20,000 to 49,999",21,Other Urban,41.3432,
213012,Ocean Grove - Barwon Heads,213,"10,000 to 19,999",21,Other Urban,36.7595,212004,Ocean Grove - Barwon Heads,212,"20,000 to 49,999",21,Other Urban,20.4881,
212002,Shepparton - Mooroopna,212,"20,000 to 49,999",21,Other Urban,73.0177,212005,Shepparton - Mooroopna,212,"20,000 to 49,999",21,Other Urban,62.3414,
212003,Sunbury,212,"20,000 to 49,999",21,Other Urban,29.198,212006,Sunbury,212,"20,000 to 49,999",21,Other Urban,30.7094,
213016,Torquay - Jan Juc,213,"10,000 to 19,999",21,Other Urban,38.9896,212007,Torquay - Jan Juc,212,"20,000 to 49,999",21,Other Urban,38.9895,
212004,Traralgon,212,"20,000 to 49,999",21,Other Urban,33.3081,212008,Traralgon,212,"20,000 to 49,999",21,Other Urban,29.0976,
212005,Warrnambool,212,"20,000 to 49,999",21,Other Urban,45.3053,212009,Warrnambool,212,"20,000 to 49,999",21,Other Urban,52.4252,
213002,Bairnsdale,213,"10,000 to 19,999",21,Other Urban,23.9127,213001,Bairnsdale,213,"10,000 to 19,999",21,Other Urban,25.9948,
214003,Castlemaine,214,"5,000 to 9,999",21,Other Urban,34.6881,213002,Castlemaine,213,"10,000 to 19,999",21,Other Urban,34.6881,
213003,Colac,213,"10,000 to 19,999",21,Other Urban,22.8529,213003,Colac,213,"10,000 to 19,999",21,Other Urban,22.8529,
213004,Drouin,213,"10,000 to 19,999",21,Other Urban,21.0367,213004,Drouin,213,"10,000 to 19,999",21,Other Urban,21.9894,
213005,Drysdale - Clifton Springs,213,"10,000 to 19,999",21,Other Urban,13.3145,213005,Drysdale - Clifton Springs,213,"10,000 to 19,999",21,Other Urban,18.8792,
214006,Gisborne,214,"5,000 to 9,999",21,Other Urban,20.8226,213006,Gisborne,213,"10,000 to 19,999",21,Other Urban,20.8226,
213007,Horsham,213,"10,000 to 19,999",21,Other Urban,40.8043,213007,Horsham,213,"10,000 to 19,999",21,Other Urban,40.8043,
213008,Lara,213,"10,000 to 19,999",21,Other Urban,11.445,213008,Lara,213,"10,000 to 19,999",21,Other Urban,11.5223,
213009,Leopold,213,"10,000 to 19,999",21,Other Urban,5.5953,213009,Leopold,213,"10,000 to 19,999",21,Other Urban,5.5953,
213010,Moe - Newborough,213,"10,000 to 19,999",21,Other Urban,22.2677,213010,Moe - Newborough,213,"10,000 to 19,999",21,Other Urban,23.9071,
213011,Morwell,213,"10,000 to 19,999",21,Other Urban,14.2571,213011,Morwell,213,"10,000 to 19,999",21,Other Urban,14.2571,
213013,Portland (Vic.),213,"10,000 to 19,999",21,Other Urban,31.5141,213012,Portland (Vic.),213,"10,000 to 19,999",21,Other Urban,31.5141,
213014,Sale,213,"10,000 to 19,999",21,Other Urban,34.297,213013,Sale,213,"10,000 to 19,999",21,Other Urban,34.297,
213015,Swan Hill,213,"10,000 to 19,999",21,Other Urban,21.0405,213014,Swan Hill,213,"10,000 to 19,999",21,Other Urban,21.0529,
214018,Wallan,214,"5,000 to 9,999",21,Other Urban,18.0055,213015,Wallan,213,"10,000 to 19,999",21,Other Urban,22.6644,
213017,Wangaratta,213,"10,000 to 19,999",21,Other Urban,40.4889,213016,Wangaratta,213,"10,000 to 19,999",21,Other Urban,40.489,
213018,Warragul,213,"10,000 to 19,999",21,Other Urban,17.9798,213017,Warragul,213,"10,000 to 19,999",21,Other Urban,22.3108,
214020,Yarrawonga - Mulwala (Yarrawonga Part),214,"5,000 to 9,999",21,Other Urban,25.6003,213018,Yarrawonga - Mulwala (Yarrawonga Part),213,"10,000 to 19,999",21,Other Urban,25.2981,
214001,Ararat,214,"5,000 to 9,999",21,Other Urban,13.6174,214001,Ararat,214,"5,000 to 9,999",21,Other Urban,13.6174,
215007,Bannockburn,215,"1,000 to 4,999",21,Other Urban,11.6709,214002,Bannockburn,214,"5,000 to 9,999",21,Other Urban,12.3144,
214002,Benalla,214,"5,000 to 9,999",21,Other Urban,25.531,214003,Benalla,214,"5,000 to 9,999",21,Other Urban,25.531,
214004,Cobram,214,"5,000 to 9,999",21,Other Urban,9.0848,214004,Cobram,214,"5,000 to 9,999",21,Other Urban,9.0955,
214005,Corowa - Wahgunyah (Wahgunyah Part),214,"5,000 to 9,999",21,Other Urban,2.0235,214005,Corowa - Wahgunyah (Wahgunyah Part),214,"5,000 to 9,999",21,Other Urban,2.022,
215026,Cowes,215,"1,000 to 4,999",21,Other Urban,10.3689,214006,Cowes,214,"5,000 to 9,999",21,Other Urban,10.6988,
215029,Diggers Rest,215,"1,000 to 4,999",21,Other Urban,2.6557,214007,Diggers Rest,214,"5,000 to 9,999",21,Other Urban,4.9025,
214007,Hamilton,214,"5,000 to 9,999",21,Other Urban,28.4506,214008,Hamilton,214,"5,000 to 9,999",21,Other Urban,43.2603,
214008,Healesville,214,"5,000 to 9,999",21,Other Urban,18.9431,214009,Healesville,214,"5,000 to 9,999",21,Other Urban,18.9432,
214009,Inverloch,214,"5,000 to 9,999",21,Other Urban,6.4328,214010,Inverloch,214,"5,000 to 9,999",21,Other Urban,6.4328,
214010,Kilmore,214,"5,000 to 9,999",21,Other Urban,15.8902,214011,Kilmore,214,"5,000 to 9,999",21,Other Urban,16.4368,
214011,Kyabram,214,"5,000 to 9,999",21,Other Urban,9.1683,214012,Kyabram,214,"5,000 to 9,999",21,Other Urban,9.1683,
215044,Kyneton,215,"1,000 to 4,999",21,Other Urban,7.2598,214013,Kyneton,214,"5,000 to 9,999",21,Other Urban,7.2598,
214012,Lakes Entrance,214,"5,000 to 9,999",21,Other Urban,18.7888,214014,Lakes Entrance,214,"5,000 to 9,999",21,Other Urban,18.7888,
214013,Leongatha,214,"5,000 to 9,999",21,Other Urban,6.5212,214015,Leongatha,214,"5,000 to 9,999",21,Other Urban,7.2414,
214014,Maryborough (Vic.),214,"5,000 to 9,999",21,Other Urban,9.61,214016,Maryborough (Vic.),214,"5,000 to 9,999",21,Other Urban,10.0361,
215066,Point Lonsdale - Queenscliff,215,"1,000 to 4,999",21,Other Urban,9.7113,214017,Point Lonsdale - Queenscliff,214,"5,000 to 9,999",21,Other Urban,11.2707,
214015,Portarlington - St Leonards,214,"5,000 to 9,999",21,Other Urban,15.7991,214018,Portarlington - St Leonards,214,"5,000 to 9,999",21,Other Urban,17.1439,
214016,Seymour,214,"5,000 to 9,999",21,Other Urban,12.5439,214019,Seymour,214,"5,000 to 9,999",21,Other Urban,12.5439,
214017,Stawell,214,"5,000 to 9,999",21,Other Urban,18.9984,214020,Stawell,214,"5,000 to 9,999",21,Other Urban,18.9984,
215087,Whittlesea,215,"1,000 to 4,999",21,Other Urban,4.3874,214021,Whittlesea,214,"5,000 to 9,999",21,Other Urban,7.5377,
214019,Wonthaggi,214,"5,000 to 9,999",21,Other Urban,14.3255,214022,Wonthaggi,214,"5,000 to 9,999",21,Other Urban,14.3255,
215001,Aireys Inlet - Fairhaven,215,"1,000 to 4,999",21,Other Urban,5.2172,215001,Aireys Inlet - Fairhaven,215,"4,999 or less",21,Other Urban,5.2172,
215002,Alexandra,215,"1,000 to 4,999",21,Other Urban,6.0511,215002,Alexandra,215,"4,999 or less",21,Other Urban,6.0511,
215003,Anglesea,215,"1,000 to 4,999",21,Other Urban,6.8919,215003,Anglesea,215,"4,999 or less",21,Other Urban,6.8919,
215004,Apollo Bay,215,"1,000 to 4,999",21,Other Urban,2.8591,215004,Apollo Bay,215,"4,999 or less",21,Other Urban,2.8591,
221003,Avoca (L),221,500 or more,22,Bounded Locality,5.3092,215005,Avoca,215,"4,999 or less",21,Other Urban,5.3094,Name Change
215005,Ballan,215,"1,000 to 4,999",21,Other Urban,3.7,215006,Ballan,215,"4,999 or less",21,Other Urban,3.7,
215006,Balnarring - Balnarring Beach,215,"1,000 to 4,999",21,Other Urban,5.9013,215007,Balnarring - Balnarring Beach,215,"4,999 or less",21,Other Urban,5.9013,
215008,Baranduda,215,"1,000 to 4,999",21,Other Urban,2.874,215008,Baranduda,215,"4,999 or less",21,Other Urban,2.874,
215009,Barham - Koondrook (Koondrook Part),215,"1,000 to 4,999",21,Other Urban,2.695,215009,Barham - Koondrook (Koondrook Part),215,"4,999 or less",21,Other Urban,2.695,
